Date,result_5,result_10,pca_0,pca_1,pca_2,pca_3,pca_4,contago,contago_next,status_change,result_10_ma
2011-12-20,0.02500914818692923,0.04939283888082313,1.1498209998718991,0.1079872920941919,0.267657301703994,-0.0737063901834833,-0.033111151391773,0,0.0,0,0.04442648542289085
2011-12-21,0.019380329328155366,0.038385061491442274,1.1104112754699125,0.1147306963102245,0.1907377645331507,-0.0726679070336162,-0.0147555874695527,0,0.0,0,0.044542617502554505
2011-12-22,0.03620599119423584,0.07110110859011431,1.199433230460214,0.0639129606505521,0.2197522375155726,-0.0714510948703415,-0.0132779520020637,0,0.0,0,0.04816845255294448
2011-12-23,0.020008248673534013,0.03961616733208606,1.2038600492694709,0.0110583653375482,0.2691596690864757,-0.059768652950826,-0.0093442822192193,0,0.0,0,0.04756715954343029
2011-12-27,0.020120563275134007,0.03983628948375961,1.254049031818672,-0.0353463915449983,0.3011618049991061,-0.0309733085254677,-0.0104826177536702,0,0.0,0,0.04766629315564508
2011-12-28,0.02145299722122629,0.04244576335267913,1.034533612633367,-0.0632670543435144,0.209240465550707,-0.045014284276296,-0.0003467797218616,0,0.0,0,0.046276878050016276
2011-12-29,0.019490437272224215,0.03860099739938616,1.0035215211060575,-0.09070460824054,0.1941589665848554,-0.0356429647281561,0.0070904756389663,0,0.0,0,0.046320065231605055
2011-12-30,0.01877638749613353,0.03720022226486197,1.0233602882722366,-0.0902482166439765,0.2013864320031285,0.0029045753353614,0.002103431261864,0,0.0,0,0.03953988796655459
2012-01-03,0.036011999813973405,0.07072713549734466,1.3907509703880827,-0.2027122852372461,0.2096770340025971,-0.0336354730248466,-0.0163041510320073,0,0.0,0,0.045762081599606305
2012-01-04,0.022980202554132134,0.045432315398834966,1.1603609484675173,-0.3273593029048914,0.1752564129573843,-0.0059632641617937,0.0045792232472555,0,0.0,0,0.04688128678262138
2012-01-05,0.019140949500260573,0.03791552305274948,1.140855808693178,-0.3170373055394255,0.1566256952842934,0.0018821129653286,-0.0076427367706814,0,0.0,0,0.045975238722635446
2012-01-06,0.03152033680474586,0.062047141977207065,1.0010620411961375,-0.3780626626863306,0.1164103129822805,-0.0053883955150833,0.0023199794857362,0,0.0,0,0.05066446763819963
2012-01-09,0.02049346276831887,0.040566943520401466,0.8176857121024256,-0.4573822837776683,0.1760194733744685,-0.0314364698489701,-0.0109235124382419,0,0.0,0,0.05133781188930753
2012-01-10,0.023519902228725797,0.04648661865660264,1.0112328537968436,-0.3565083074346631,0.2314224430095465,-0.0349466802891509,0.0013414272871033,0,0.0,0,0.04648970852115912
2012-01-11,0.02284371765955573,0.04516559988260149,0.919164562681884,-0.4382806699392208,0.1714540121553546,-0.093216698135088,-0.0129954602381303,0,0.0,0,0.04643636541791243
2012-01-12,0.0198645396387942,0.039334479342526985,1.004848005159664,-0.4560853471094891,0.1776058964685592,-0.0970397927568176,-0.0104704148311017,0,0.0,0,0.04672015667586793
2012-01-13,0.023274033924813642,0.04600638719449379,0.8059022997575284,-0.5022876208668937,0.1923900080660595,-0.1008298248310345,-0.0160786263110805,0,0.0,0,0.04351200571932527
2012-01-16,0.027193283847043226,0.05364709300770132,0.6657134783771077,-0.653869421092361,0.0861018170268865,-0.1251849255498045,-0.0216664470888777,0,0.0,0,0.046128035616785246
2012-01-17,0.021581830929218393,0.0426978864321792,0.7658755506433657,-0.4840997176773571,0.1874539514030741,-0.0629259346979426,0.0024026072068878,0,0.0,0,0.04537028917190056
2012-01-18,0.02604637209126892,0.05141433068342094,0.7363195180217521,-0.4800667161190125,0.2095582167850356,-0.0551013290728683,0.0004157589322957,0,0.0,0,0.04662003533206445
2012-01-19,0.019695510326880994,0.03900310752672542,0.8097459997498394,-0.446903817024793,0.1751282944908834,-0.0677341506851714,0.0129176858358098,0,0.0,0,0.04655376096890414
2012-01-20,0.020805678260785276,0.04117848027367943,0.7409249348801881,-0.4001265292403347,0.209278015896342,-0.0479345982270207,0.0081793124705621,0,0.0,0,0.04558817958474126
2012-01-23,0.026306087346398055,0.05192016446131964,0.7518927587359875,-0.386273275256187,0.2019147984463533,-0.0545470013088959,0.0006830533264767,0,0.0,0,0.045242793875464926
2012-01-24,0.022954800160215783,0.04538267747003677,0.5338530007186237,-0.432406859677323,0.203895838702064,-0.0213321646114781,0.0055223786732552,0,0.0,0,0.04577975208303644
2012-01-25,0.02501526301062329,0.04940476263775606,0.4985390735733221,-0.3847212352556399,0.2247237964860705,-0.0015928726682611,0.0033146505025002,0,0.0,0,0.04537783847390346
2012-01-26,0.020544545123775126,0.04066701191320732,0.7170402762100807,-0.324235567330545,0.1663532194667027,0.0086064788046405,0.0110655204665921,0,0.0,0,0.04571061935119984
2012-01-27,0.02424177188872223,0.04789588027313929,0.9409394985259304,-0.3037393860120126,0.2044168295985372,0.0238293784576305,0.0069056838806162,0,0.0,0,0.04705409935109182
2012-01-30,0.02204982949929879,0.04361346401764932,0.8000805564134474,-0.2464820833866265,0.1746000231833848,0.0256405831200996,0.0018372097310654,0,0.0,0,0.04539275926235775
2012-01-31,0.02367148793589413,0.04678263653068937,0.8430018400909054,-0.2399630415030787,0.1451325421389693,0.0165946481863505,0.0038366062026706,0,0.0,0,0.045672751074488274
2012-02-01,0.02293005947906246,0.04533433133041154,0.9141593156628076,-0.2174034725593163,0.1642116020571734,0.0233462794521975,0.0035344774643254,0,0.0,0,0.04485866481301937
2012-02-02,0.02500645185644812,0.04938758107844743,0.9840446743757176,-0.2240766411807761,0.1698582073047234,0.0166748557535867,0.0054461388187983,0,0.0,0,0.04660277864606739
