,start_5day,end_5day,start_end_5day,start_10day,end_10day,start_end_10day,start_30day,end_30day,start_end_30day,start_60day,end_60day,start_end_60day,pca_0,pca_1,pca_2,pca_3,pca_4,contago,contago_next,status_change
2020-04-22,0.013871768639400412,0.011433584548225345,0.025305353187625945,0.027392507274043777,0.022577838201257278,0.04997034547530088,0.07813948272747091,0.06440522514061693,0.1425447078680877,0.14514059571659133,0.11962982627838645,0.2647704219949776,-5.462660522568602,-1.5781050818946432,0.0412077851966348,0.0666860105318066,-0.0240987510316496,1,1.0,0
2020-04-23,0.01573703280894393,0.013157281955779553,0.02889431476472315,0.031019354838443463,0.0259343932652806,0.05695374810372411,0.08785867734387809,0.07345612124658459,0.1613147985904626,0.16154444984760427,0.13506268308903996,0.2966071329366442,-5.0173542718073305,-1.48728673183851,-0.0616128903304114,0.0829074318967642,-0.0281768094726496,1,1.0,0
2020-04-24,0.015657227484847817,0.013067327803034788,0.028724555287882758,0.030864708073152163,0.025759302426126417,0.05662401049927834,0.08745003440939308,0.07298471374450484,0.1604347481538977,0.16087004457226542,0.13426014332032565,0.29513018789259116,-4.876393107727577,-1.4274094312951446,-0.0947363048048649,0.0664558536742736,-0.0234595153038362,1,1.0,0
2020-04-27,0.013900701095722534,0.01143627956722272,0.02533698066294532,0.027449200396581372,0.02258279834019469,0.05003199873677611,0.07829629697411344,0.06441533668757111,0.1427116336616845,0.14541880149739106,0.11963785544359176,0.2650566569409829,-5.115570669745669,-1.1168368172570715,0.2618225824968485,0.0795883230099575,-0.0011665514654278,1,1.0,0
2020-04-28,0.01287428282831877,0.015436245641673845,0.02831052846999249,0.025384087906095677,0.03043548301163928,0.05581957091773515,0.071980569396061,0.08630459385132572,0.1582851632473865,0.13256768261462648,0.1589484509758948,0.2915161335905214,-4.710807465903813,-0.451223334298996,0.5130634598023047,0.1194413815898539,0.000899291957384,1,1.0,0
2020-04-29,0.012503819079148826,0.015061207074139243,0.02756502615328782,0.024662970058364916,0.029707251581379733,0.05437022163974481,0.07003902345373192,0.0843640034160635,0.15440302686979557,0.12926380968720258,0.15570194934583248,0.284965759033035,-4.046955763233453,-0.1150114881597745,0.5715692763872379,0.1708364125054907,-0.0043954875368532,1,1.0,0
2020-04-30,0.015383473039678783,0.012795974066799932,0.028179447106478683,0.030333448314522005,0.025231364659208604,0.055564812973730504,0.08603758075393482,0.0715660663400196,0.15760364709395436,0.15851532499390913,0.13185305961668442,0.2903683846105938,-3.518970296448072,0.212086083791728,0.5715865152510883,0.1448275778041891,-0.0177702704149317,1,1.0,0
2020-05-01,0.012325959276131927,0.014862070239889903,0.02718802951602184,0.02431680000765111,0.029320070075428493,0.05363687008307938,0.06910752623271306,0.08332665117306219,0.15243417740577492,0.12768070355159467,0.15395147281858093,0.28163217637017546,-3.058525964870988,-0.1943678270307241,-0.093807943167425,0.0275794736122648,0.0405806342680628,1,1.0,0
2020-05-04,0.012702869883214873,0.015290584703602233,0.027993454586817013,0.02505014255523172,0.03015313311869829,0.05520327567393002,0.07107821573588556,0.08555763290361394,0.15663584863949942,0.13102303483019903,0.15771387336978324,0.28873690819998243,-2.790418365917972,-0.1944368984621108,-0.0385675920876138,0.009778421033285,0.0359064945760619,1,1.0,0
2020-05-05,0.025751795554483817,0.020893547396810434,0.0466453429512943,0.050302389773717135,0.04081250810982753,0.09111489788354454,0.13757488464648265,0.11162046416881899,0.2491953488153018,0.2408667479252606,0.19542562783416362,0.43629237575942437,-2.176214696342357,0.0672861052637733,0.0912029731740694,0.0038429687917736,0.0357805363708487,1,1.0,0
